hh_id,person_num,age,gender,pemploy,pstudent,type,value_of_time,person_id,activity_pattern,imf_choice,inmf_choice
11748,0,36,m,1,3,Full-time worker,8.48125,23495,M,1,0
11748,1,37,m,2,3,Part-time worker,8.48125,23496,N,0,1
11749,0,36,m,1,3,Full-time worker,8.48125,23497,M,1,0
11749,1,37,m,2,3,Part-time worker,8.48125,23498,N,0,1
11750,0,36,m,1,3,Full-time worker,8.48125,23499,M,1,0
11750,1,37,m,2,3,Part-time worker,8.48125,23500,N,0,1
11751,0,36,m,1,3,Full-time worker,14.855528846153845,23501,M,1,0
11751,1,37,m,2,3,Part-time worker,14.855528846153845,23502,N,0,1
11752,0,36,m,1,3,Full-time worker,14.855528846153845,23503,M,1,0
11752,1,37,m,2,3,Part-time worker,14.855528846153845,23504,N,0,1
11753,0,36,m,1,3,Full-time worker,14.855528846153845,23505,M,1,0
11753,1,37,m,2,3,Part-time worker,14.855528846153845,23506,N,0,1
11754,0,36,m,1,3,Full-time worker,14.855528846153845,23507,M,1,0
11754,1,37,m,2,3,Part-time worker,14.855528846153845,23508,N,0,1
11755,0,36,m,1,3,Full-time worker,14.855528846153845,23509,M,1,0
11755,1,37,m,2,3,Part-time worker,14.855528846153845,23510,N,0,1
11756,0,36,m,1,3,Full-time worker,29.52403846153846,23511,M,1,0
11756,1,37,m,2,3,Part-time worker,29.52403846153846,23512,N,0,1
11757,0,36,m,1,3,Full-time worker,29.52403846153846,23513,M,1,0
11757,1,37,m,2,3,Part-time worker,29.52403846153846,23514,N,0,1
11758,0,36,m,1,3,Full-time worker,29.52403846153846,23515,M,1,0
11758,1,37,m,2,3,Part-time worker,29.52403846153846,23516,N,0,1
11759,0,36,m,1,3,Full-time worker,29.52403846153846,23517,M,1,0
11759,1,37,m,2,3,Part-time worker,29.52403846153846,23518,N,0,1
11760,0,36,m,1,3,Full-time worker,29.52403846153846,23519,M,1,0
11760,1,37,m,2,3,Part-time worker,29.52403846153846,23520,N,0,1
11761,0,36,m,1,3,Full-time worker,3.095673076923077,23521,M,1,0
11761,1,37,m,2,3,Part-time worker,3.095673076923077,23522,N,0,1
11762,0,36,m,1,3,Full-time worker,3.095673076923077,23523,M,1,0
11762,1,37,m,2,3,Part-time worker,3.095673076923077,23524,N,0,1
11763,0,36,m,1,3,Full-time worker,3.095673076923077,23525,M,1,0
11763,1,37,m,2,3,Part-time worker,3.095673076923077,23526,N,0,1
11764,0,36,m,1,3,Full-time worker,3.095673076923077,23527,M,1,0
11764,1,37,m,2,3,Part-time worker,3.095673076923077,23528,N,0,1
11765,0,36,m,1,3,Full-time worker,3.095673076923077,23529,M,1,0
11765,1,37,m,2,3,Part-time worker,3.095673076923077,23530,N,0,1
11766,0,36,m,1,3,Full-time worker,8.48125,23531,M,1,0
11766,1,37,m,2,3,Part-time worker,8.48125,23532,N,0,1
11767,0,36,m,1,3,Full-time worker,8.48125,23533,M,1,0
11767,1,37,m,2,3,Part-time worker,8.48125,23534,N,0,1
11768,0,36,m,1,3,Full-time worker,8.48125,23535,M,1,0
11768,1,37,m,2,3,Part-time worker,8.48125,23536,N,0,1
11769,0,36,m,1,3,Full-time worker,8.48125,23537,M,1,0
11769,1,37,m,2,3,Part-time worker,8.48125,23538,N,0,1
11770,0,36,m,1,3,Full-time worker,8.48125,23539,M,1,0
11770,1,37,m,2,3,Part-time worker,8.48125,23540,N,0,1
11771,0,36,m,1,3,Full-time worker,14.855528846153845,23541,M,1,0
11771,1,37,m,2,3,Part-time worker,14.855528846153845,23542,N,0,1
11772,0,36,m,1,3,Full-time worker,14.855528846153845,23543,M,1,0
11772,1,37,m,2,3,Part-time worker,14.855528846153845,23544,N,0,1
11773,0,36,m,1,3,Full-time worker,14.855528846153845,23545,M,1,0
11773,1,37,m,2,3,Part-time worker,14.855528846153845,23546,N,0,1
11774,0,36,m,1,3,Full-time worker,14.855528846153845,23547,M,1,0
11774,1,37,m,2,3,Part-time worker,14.855528846153845,23548,N,0,1
11775,0,36,m,1,3,Full-time worker,14.855528846153845,23549,M,1,0
11775,1,37,m,2,3,Part-time worker,14.855528846153845,23550,N,0,1
11776,0,36,m,1,3,Full-time worker,29.52403846153846,23551,M,1,0
11776,1,37,m,2,3,Part-time worker,29.52403846153846,23552,N,0,1
11777,0,36,m,1,3,Full-time worker,29.52403846153846,23553,M,1,0
11777,1,37,m,2,3,Part-time worker,29.52403846153846,23554,N,0,1
11778,0,36,m,1,3,Full-time worker,29.52403846153846,23555,M,1,0
11778,1,37,m,2,3,Part-time worker,29.52403846153846,23556,N,0,1
11779,0,36,m,1,3,Full-time worker,29.52403846153846,23557,M,1,0
11779,1,37,m,2,3,Part-time worker,29.52403846153846,23558,N,0,1
11780,0,36,m,1,3,Full-time worker,29.52403846153846,23559,M,1,0
11780,1,37,m,2,3,Part-time worker,29.52403846153846,23560,N,0,1
11781,0,36,m,1,3,Full-time worker,3.095673076923077,23561,M,1,0
11781,1,37,m,2,3,Part-time worker,3.095673076923077,23562,N,0,1
11782,0,36,m,1,3,Full-time worker,3.095673076923077,23563,M,1,0
11782,1,37,m,2,3,Part-time worker,3.095673076923077,23564,N,0,1
11783,0,36,m,1,3,Full-time worker,3.095673076923077,23565,M,1,0
11783,1,37,m,2,3,Part-time worker,3.095673076923077,23566,N,0,1
11784,0,36,m,1,3,Full-time worker,3.095673076923077,23567,M,1,0
11784,1,37,m,2,3,Part-time worker,3.095673076923077,23568,N,0,1
11785,0,36,m,1,3,Full-time worker,3.095673076923077,23569,M,1,0
11785,1,37,m,2,3,Part-time worker,3.095673076923077,23570,N,0,1
11786,0,36,m,1,3,Full-time worker,8.48125,23571,M,1,0
11786,1,37,m,2,3,Part-time worker,8.48125,23572,N,0,1
11787,0,36,m,1,3,Full-time worker,8.48125,23573,M,1,0
11787,1,37,m,2,3,Part-time worker,8.48125,23574,N,0,1
11788,0,36,m,1,3,Full-time worker,8.48125,23575,M,1,0
11788,1,37,m,2,3,Part-time worker,8.48125,23576,N,0,1
11789,0,36,m,1,3,Full-time worker,8.48125,23577,M,1,0
11789,1,37,m,2,3,Part-time worker,8.48125,23578,N,0,1
11790,0,36,m,1,3,Full-time worker,8.48125,23579,M,1,0
11790,1,37,m,2,3,Part-time worker,8.48125,23580,N,0,1
11791,0,36,m,1,3,Full-time worker,14.855528846153845,23581,M,1,0
11791,1,37,m,2,3,Part-time worker,14.855528846153845,23582,N,0,1
11792,0,36,m,1,3,Full-time worker,14.855528846153845,23583,M,1,0
11792,1,37,m,2,3,Part-time worker,14.855528846153845,23584,N,0,1
11793,0,36,m,1,3,Full-time worker,14.855528846153845,23585,M,1,0
11793,1,37,m,2,3,Part-time worker,14.855528846153845,23586,N,0,1
11794,0,36,m,1,3,Full-time worker,14.855528846153845,23587,M,1,0
11794,1,37,m,2,3,Part-time worker,14.855528846153845,23588,N,0,1
11795,0,36,m,1,3,Full-time worker,14.855528846153845,23589,M,1,0
11795,1,37,m,2,3,Part-time worker,14.855528846153845,23590,N,0,1
11796,0,36,m,1,3,Full-time worker,29.52403846153846,23591,M,1,0
11796,1,37,m,2,3,Part-time worker,29.52403846153846,23592,N,0,1
11797,0,36,m,1,3,Full-time worker,29.52403846153846,23593,M,1,0
11797,1,37,m,2,3,Part-time worker,29.52403846153846,23594,N,0,1
11798,0,36,m,1,3,Full-time worker,29.52403846153846,23595,M,1,0
11798,1,37,m,2,3,Part-time worker,29.52403846153846,23596,N,0,1
11799,0,36,m,1,3,Full-time worker,29.52403846153846,23597,M,1,0
11799,1,37,m,2,3,Part-time worker,29.52403846153846,23598,N,0,1
11800,0,36,m,1,3,Full-time worker,29.52403846153846,23599,M,1,0
11800,1,37,m,2,3,Part-time worker,29.52403846153846,23600,N,0,1
11801,0,36,m,1,3,Full-time worker,3.095673076923077,23601,M,1,0
11801,1,37,m,2,3,Part-time worker,3.095673076923077,23602,N,0,1
11802,0,36,m,1,3,Full-time worker,3.095673076923077,23603,M,1,0
11802,1,37,m,2,3,Part-time worker,3.095673076923077,23604,N,0,1
11803,0,36,m,1,3,Full-time worker,3.095673076923077,23605,M,1,0
11803,1,37,m,2,3,Part-time worker,3.095673076923077,23606,N,0,1
11804,0,36,m,1,3,Full-time worker,3.095673076923077,23607,M,1,0
11804,1,37,m,2,3,Part-time worker,3.095673076923077,23608,N,0,1
11805,0,36,m,1,3,Full-time worker,3.095673076923077,23609,M,1,0
11805,1,37,m,2,3,Part-time worker,3.095673076923077,23610,N,0,1
11806,0,36,m,1,3,Full-time worker,8.48125,23611,M,1,0
11806,1,37,m,2,3,Part-time worker,8.48125,23612,N,0,1
11807,0,36,m,1,3,Full-time worker,8.48125,23613,M,1,0
11807,1,37,m,2,3,Part-time worker,8.48125,23614,N,0,1
11808,0,36,m,1,3,Full-time worker,8.48125,23615,M,1,0
11808,1,37,m,2,3,Part-time worker,8.48125,23616,N,0,1
11809,0,36,m,1,3,Full-time worker,8.48125,23617,M,1,0
11809,1,37,m,2,3,Part-time worker,8.48125,23618,N,0,1
11810,0,36,m,1,3,Full-time worker,8.48125,23619,M,1,0
11810,1,37,m,2,3,Part-time worker,8.48125,23620,N,0,1
11811,0,36,m,1,3,Full-time worker,14.855528846153845,23621,M,1,0
11811,1,37,m,2,3,Part-time worker,14.855528846153845,23622,N,0,1
11812,0,36,m,1,3,Full-time worker,14.855528846153845,23623,M,1,0
11812,1,37,m,2,3,Part-time worker,14.855528846153845,23624,N,0,1
11813,0,36,m,1,3,Full-time worker,14.855528846153845,23625,M,1,0
11813,1,37,m,2,3,Part-time worker,14.855528846153845,23626,N,0,1
11814,0,36,m,1,3,Full-time worker,14.855528846153845,23627,M,1,0
11814,1,37,m,2,3,Part-time worker,14.855528846153845,23628,N,0,1
11815,0,36,m,1,3,Full-time worker,14.855528846153845,23629,M,1,0
11815,1,37,m,2,3,Part-time worker,14.855528846153845,23630,N,0,1
11816,0,36,m,1,3,Full-time worker,29.52403846153846,23631,M,1,0
11816,1,37,m,2,3,Part-time worker,29.52403846153846,23632,N,0,1
11817,0,36,m,1,3,Full-time worker,29.52403846153846,23633,M,1,0
11817,1,37,m,2,3,Part-time worker,29.52403846153846,23634,N,0,1
11818,0,36,m,1,3,Full-time worker,29.52403846153846,23635,M,1,0
11818,1,37,m,2,3,Part-time worker,29.52403846153846,23636,N,0,1
11819,0,36,m,1,3,Full-time worker,29.52403846153846,23637,M,1,0
11819,1,37,m,2,3,Part-time worker,29.52403846153846,23638,N,0,1
11820,0,36,m,1,3,Full-time worker,29.52403846153846,23639,M,1,0
11820,1,37,m,2,3,Part-time worker,29.52403846153846,23640,N,0,1
11821,0,36,m,1,3,Full-time worker,3.095673076923077,23641,M,1,0
11821,1,37,m,2,3,Part-time worker,3.095673076923077,23642,N,0,1
11822,0,36,m,1,3,Full-time worker,3.095673076923077,23643,M,1,0
11822,1,37,m,2,3,Part-time worker,3.095673076923077,23644,N,0,1
11823,0,36,m,1,3,Full-time worker,3.095673076923077,23645,M,1,0
11823,1,37,m,2,3,Part-time worker,3.095673076923077,23646,N,0,1
11824,0,36,m,1,3,Full-time worker,3.095673076923077,23647,M,1,0
11824,1,37,m,2,3,Part-time worker,3.095673076923077,23648,N,0,1
11825,0,36,m,1,3,Full-time worker,3.095673076923077,23649,M,1,0
11825,1,37,m,2,3,Part-time worker,3.095673076923077,23650,N,0,1
11826,0,36,m,1,3,Full-time worker,8.48125,23651,M,1,0
11826,1,37,m,2,3,Part-time worker,8.48125,23652,N,0,1
11827,0,36,m,1,3,Full-time worker,8.48125,23653,M,1,0
11827,1,37,m,2,3,Part-time worker,8.48125,23654,N,0,1
11828,0,36,m,1,3,Full-time worker,8.48125,23655,M,1,0
11828,1,37,m,2,3,Part-time worker,8.48125,23656,N,0,1
11829,0,36,m,1,3,Full-time worker,8.48125,23657,M,1,0
11829,1,37,m,2,3,Part-time worker,8.48125,23658,N,0,1
11830,0,36,m,1,3,Full-time worker,8.48125,23659,M,1,0
11830,1,37,m,2,3,Part-time worker,8.48125,23660,N,0,1
11831,0,36,m,1,3,Full-time worker,14.855528846153845,23661,M,1,0
11831,1,37,m,2,3,Part-time worker,14.855528846153845,23662,N,0,1
11832,0,36,m,1,3,Full-time worker,14.855528846153845,23663,M,1,0
11832,1,37,m,2,3,Part-time worker,14.855528846153845,23664,N,0,1
11833,0,36,m,1,3,Full-time worker,14.855528846153845,23665,M,1,0
11833,1,37,m,2,3,Part-time worker,14.855528846153845,23666,N,0,1
11834,0,36,m,1,3,Full-time worker,14.855528846153845,23667,M,1,0
11834,1,37,m,2,3,Part-time worker,14.855528846153845,23668,N,0,1
11835,0,36,m,1,3,Full-time worker,14.855528846153845,23669,M,1,0
11835,1,37,m,2,3,Part-time worker,14.855528846153845,23670,N,0,1
11836,0,36,m,1,3,Full-time worker,29.52403846153846,23671,M,1,0
11836,1,37,m,2,3,Part-time worker,29.52403846153846,23672,N,0,1
11837,0,36,m,1,3,Full-time worker,29.52403846153846,23673,M,1,0
11837,1,37,m,2,3,Part-time worker,29.52403846153846,23674,N,0,1
11838,0,36,m,1,3,Full-time worker,29.52403846153846,23675,M,1,0
11838,1,37,m,2,3,Part-time worker,29.52403846153846,23676,N,0,1
11839,0,36,m,1,3,Full-time worker,29.52403846153846,23677,M,1,0
11839,1,37,m,2,3,Part-time worker,29.52403846153846,23678,N,0,1
11840,0,36,m,1,3,Full-time worker,29.52403846153846,23679,M,1,0
11840,1,37,m,2,3,Part-time worker,29.52403846153846,23680,N,0,1
11841,0,36,m,1,3,Full-time worker,3.095673076923077,23681,M,1,0
11841,1,37,m,2,3,Part-time worker,3.095673076923077,23682,N,0,1
11842,0,36,m,1,3,Full-time worker,3.095673076923077,23683,M,1,0
11842,1,37,m,2,3,Part-time worker,3.095673076923077,23684,N,0,1
11843,0,36,m,1,3,Full-time worker,3.095673076923077,23685,M,1,0
11843,1,37,m,2,3,Part-time worker,3.095673076923077,23686,N,0,1
11844,0,36,m,1,3,Full-time worker,3.095673076923077,23687,M,1,0
11844,1,37,m,2,3,Part-time worker,3.095673076923077,23688,N,0,1
11845,0,36,m,1,3,Full-time worker,3.095673076923077,23689,M,1,0
11845,1,37,m,2,3,Part-time worker,3.095673076923077,23690,N,0,1
11846,0,36,m,1,3,Full-time worker,8.48125,23691,M,1,0
11846,1,37,m,2,3,Part-time worker,8.48125,23692,N,0,1
11847,0,36,m,1,3,Full-time worker,8.48125,23693,M,1,0
11847,1,37,m,2,3,Part-time worker,8.48125,23694,N,0,1
11848,0,36,m,1,3,Full-time worker,8.48125,23695,M,1,0
11848,1,37,m,2,3,Part-time worker,8.48125,23696,N,0,1
11849,0,36,m,1,3,Full-time worker,8.48125,23697,M,1,0
11849,1,37,m,2,3,Part-time worker,8.48125,23698,N,0,1
11850,0,36,m,1,3,Full-time worker,8.48125,23699,M,1,0
11850,1,37,m,2,3,Part-time worker,8.48125,23700,N,0,1
11851,0,36,m,1,3,Full-time worker,14.855528846153845,23701,M,1,0
11851,1,37,m,2,3,Part-time worker,14.855528846153845,23702,N,0,1
11852,0,36,m,1,3,Full-time worker,14.855528846153845,23703,M,1,0
11852,1,37,m,2,3,Part-time worker,14.855528846153845,23704,N,0,1
11853,0,36,m,1,3,Full-time worker,14.855528846153845,23705,M,1,0
11853,1,37,m,2,3,Part-time worker,14.855528846153845,23706,N,0,1
11854,0,36,m,1,3,Full-time worker,14.855528846153845,23707,M,1,0
11854,1,37,m,2,3,Part-time worker,14.855528846153845,23708,N,0,1
11855,0,36,m,1,3,Full-time worker,14.855528846153845,23709,M,1,0
11855,1,37,m,2,3,Part-time worker,14.855528846153845,23710,N,0,1
11856,0,36,m,1,3,Full-time worker,29.52403846153846,23711,M,1,0
11856,1,37,m,2,3,Part-time worker,29.52403846153846,23712,N,0,1
11857,0,36,m,1,3,Full-time worker,29.52403846153846,23713,M,1,0
11857,1,37,m,2,3,Part-time worker,29.52403846153846,23714,N,0,1
11858,0,36,m,1,3,Full-time worker,29.52403846153846,23715,M,1,0
11858,1,37,m,2,3,Part-time worker,29.52403846153846,23716,N,0,1
11859,0,36,m,1,3,Full-time worker,29.52403846153846,23717,M,1,0
11859,1,37,m,2,3,Part-time worker,29.52403846153846,23718,N,0,1
11860,0,36,m,1,3,Full-time worker,29.52403846153846,23719,M,1,0
11860,1,37,m,2,3,Part-time worker,29.52403846153846,23720,N,0,1
11861,0,36,m,1,3,Full-time worker,3.095673076923077,23721,M,1,0
11861,1,37,m,2,3,Part-time worker,3.095673076923077,23722,N,0,1
11862,0,36,m,1,3,Full-time worker,3.095673076923077,23723,M,1,0
11862,1,37,m,2,3,Part-time worker,3.095673076923077,23724,N,0,1
11863,0,36,m,1,3,Full-time worker,3.095673076923077,23725,M,1,0
11863,1,37,m,2,3,Part-time worker,3.095673076923077,23726,N,0,1
11864,0,36,m,1,3,Full-time worker,3.095673076923077,23727,M,1,0
11864,1,37,m,2,3,Part-time worker,3.095673076923077,23728,N,0,1
11865,0,36,m,1,3,Full-time worker,3.095673076923077,23729,M,1,0
11865,1,37,m,2,3,Part-time worker,3.095673076923077,23730,N,0,1
11866,0,36,m,1,3,Full-time worker,8.48125,23731,M,1,0
11866,1,37,m,2,3,Part-time worker,8.48125,23732,N,0,1
11867,0,36,m,1,3,Full-time worker,8.48125,23733,M,1,0
11867,1,37,m,2,3,Part-time worker,8.48125,23734,N,0,1
11868,0,36,m,1,3,Full-time worker,8.48125,23735,M,1,0
11868,1,37,m,2,3,Part-time worker,8.48125,23736,N,0,1
11869,0,36,m,1,3,Full-time worker,8.48125,23737,M,1,0
11869,1,37,m,2,3,Part-time worker,8.48125,23738,N,0,1
11870,0,36,m,1,3,Full-time worker,8.48125,23739,M,1,0
11870,1,37,m,2,3,Part-time worker,8.48125,23740,N,0,1
11871,0,36,m,1,3,Full-time worker,14.855528846153845,23741,M,1,0
11871,1,37,m,2,3,Part-time worker,14.855528846153845,23742,N,0,1
11872,0,36,m,1,3,Full-time worker,14.855528846153845,23743,M,1,0
11872,1,37,m,2,3,Part-time worker,14.855528846153845,23744,N,0,1
11873,0,36,m,1,3,Full-time worker,14.855528846153845,23745,M,1,0
11873,1,37,m,2,3,Part-time worker,14.855528846153845,23746,N,0,1
11874,0,36,m,1,3,Full-time worker,14.855528846153845,23747,M,1,0
11874,1,37,m,2,3,Part-time worker,14.855528846153845,23748,N,0,1
11875,0,36,m,1,3,Full-time worker,14.855528846153845,23749,M,1,0
11875,1,37,m,2,3,Part-time worker,14.855528846153845,23750,N,0,1
11876,0,36,m,1,3,Full-time worker,29.52403846153846,23751,M,1,0
11876,1,37,m,2,3,Part-time worker,29.52403846153846,23752,N,0,1
11877,0,36,m,1,3,Full-time worker,29.52403846153846,23753,M,1,0
11877,1,37,m,2,3,Part-time worker,29.52403846153846,23754,N,0,1
11878,0,36,m,1,3,Full-time worker,29.52403846153846,23755,M,1,0
11878,1,37,m,2,3,Part-time worker,29.52403846153846,23756,N,0,1
11879,0,36,m,1,3,Full-time worker,29.52403846153846,23757,M,1,0
11879,1,37,m,2,3,Part-time worker,29.52403846153846,23758,N,0,1
11880,0,36,m,1,3,Full-time worker,29.52403846153846,23759,M,1,0
11880,1,37,m,2,3,Part-time worker,29.52403846153846,23760,N,0,1
11881,0,36,m,1,3,Full-time worker,3.095673076923077,23761,M,1,0
11881,1,37,m,2,3,Part-time worker,3.095673076923077,23762,N,0,1
11882,0,36,m,1,3,Full-time worker,3.095673076923077,23763,M,1,0
11882,1,37,m,2,3,Part-time worker,3.095673076923077,23764,N,0,1
11883,0,36,m,1,3,Full-time worker,3.095673076923077,23765,M,1,0
11883,1,37,m,2,3,Part-time worker,3.095673076923077,23766,N,0,1
11884,0,36,m,1,3,Full-time worker,3.095673076923077,23767,M,1,0
11884,1,37,m,2,3,Part-time worker,3.095673076923077,23768,N,0,1
11885,0,36,m,1,3,Full-time worker,3.095673076923077,23769,M,1,0
11885,1,37,m,2,3,Part-time worker,3.095673076923077,23770,N,0,1
11886,0,36,m,1,3,Full-time worker,8.48125,23771,M,1,0
11886,1,37,m,2,3,Part-time worker,8.48125,23772,N,0,1
11887,0,36,m,1,3,Full-time worker,8.48125,23773,M,1,0
11887,1,37,m,2,3,Part-time worker,8.48125,23774,N,0,1
11888,0,36,m,1,3,Full-time worker,8.48125,23775,M,1,0
11888,1,37,m,2,3,Part-time worker,8.48125,23776,N,0,1
11889,0,36,m,1,3,Full-time worker,8.48125,23777,M,1,0
11889,1,37,m,2,3,Part-time worker,8.48125,23778,N,0,1
11890,0,36,m,1,3,Full-time worker,8.48125,23779,M,1,0
11890,1,37,m,2,3,Part-time worker,8.48125,23780,N,0,1
11891,0,36,m,1,3,Full-time worker,14.855528846153845,23781,M,1,0
11891,1,37,m,2,3,Part-time worker,14.855528846153845,23782,N,0,1
11892,0,36,m,1,3,Full-time worker,14.855528846153845,23783,M,1,0
11892,1,37,m,2,3,Part-time worker,14.855528846153845,23784,N,0,1
11893,0,36,m,1,3,Full-time worker,14.855528846153845,23785,M,1,0
11893,1,37,m,2,3,Part-time worker,14.855528846153845,23786,N,0,1
11894,0,36,m,1,3,Full-time worker,14.855528846153845,23787,M,1,0
11894,1,37,m,2,3,Part-time worker,14.855528846153845,23788,N,0,1
11895,0,36,m,1,3,Full-time worker,14.855528846153845,23789,M,1,0
11895,1,37,m,2,3,Part-time worker,14.855528846153845,23790,N,0,1
11896,0,36,m,1,3,Full-time worker,29.52403846153846,23791,M,1,0
11896,1,37,m,2,3,Part-time worker,29.52403846153846,23792,N,0,1
11897,0,36,m,1,3,Full-time worker,29.52403846153846,23793,M,1,0
11897,1,37,m,2,3,Part-time worker,29.52403846153846,23794,N,0,1
11898,0,36,m,1,3,Full-time worker,29.52403846153846,23795,M,1,0
11898,1,37,m,2,3,Part-time worker,29.52403846153846,23796,N,0,1
11899,0,36,m,1,3,Full-time worker,29.52403846153846,23797,M,1,0
11899,1,37,m,2,3,Part-time worker,29.52403846153846,23798,N,0,1
11900,0,36,m,1,3,Full-time worker,29.52403846153846,23799,M,1,0
11900,1,37,m,2,3,Part-time worker,29.52403846153846,23800,N,0,1
11901,0,36,m,1,3,Full-time worker,3.095673076923077,23801,M,1,0
11901,1,37,m,2,3,Part-time worker,3.095673076923077,23802,N,0,1
11902,0,36,m,1,3,Full-time worker,3.095673076923077,23803,M,1,0
11902,1,37,m,2,3,Part-time worker,3.095673076923077,23804,N,0,1
11903,0,36,m,1,3,Full-time worker,3.095673076923077,23805,M,1,0
11903,1,37,m,2,3,Part-time worker,3.095673076923077,23806,N,0,1
11904,0,36,m,1,3,Full-time worker,3.095673076923077,23807,M,1,0
11904,1,37,m,2,3,Part-time worker,3.095673076923077,23808,N,0,1
11905,0,36,m,1,3,Full-time worker,3.095673076923077,23809,M,1,0
11905,1,37,m,2,3,Part-time worker,3.095673076923077,23810,N,0,1
11906,0,36,m,1,3,Full-time worker,8.48125,23811,M,1,0
11906,1,37,m,2,3,Part-time worker,8.48125,23812,N,0,1
11907,0,36,m,1,3,Full-time worker,8.48125,23813,M,1,0
11907,1,37,m,2,3,Part-time worker,8.48125,23814,N,0,1
11908,0,36,m,1,3,Full-time worker,8.48125,23815,M,1,0
11908,1,37,m,2,3,Part-time worker,8.48125,23816,N,0,1
11909,0,36,m,1,3,Full-time worker,8.48125,23817,M,1,0
11909,1,37,m,2,3,Part-time worker,8.48125,23818,N,0,1
11910,0,36,m,1,3,Full-time worker,8.48125,23819,M,1,0
11910,1,37,m,2,3,Part-time worker,8.48125,23820,N,0,1
11911,0,36,m,1,3,Full-time worker,14.855528846153845,23821,M,1,0
11911,1,37,m,2,3,Part-time worker,14.855528846153845,23822,N,0,1
11912,0,36,m,1,3,Full-time worker,14.855528846153845,23823,M,1,0
11912,1,37,m,2,3,Part-time worker,14.855528846153845,23824,N,0,1
11913,0,36,m,1,3,Full-time worker,14.855528846153845,23825,M,1,0
11913,1,37,m,2,3,Part-time worker,14.855528846153845,23826,N,0,1
11914,0,36,m,1,3,Full-time worker,14.855528846153845,23827,M,1,0
11914,1,37,m,2,3,Part-time worker,14.855528846153845,23828,N,0,1
11915,0,36,m,1,3,Full-time worker,14.855528846153845,23829,M,1,0
11915,1,37,m,2,3,Part-time worker,14.855528846153845,23830,N,0,1
11916,0,36,m,1,3,Full-time worker,29.52403846153846,23831,M,1,0
11916,1,37,m,2,3,Part-time worker,29.52403846153846,23832,N,0,1
11917,0,36,m,1,3,Full-time worker,29.52403846153846,23833,M,1,0
11917,1,37,m,2,3,Part-time worker,29.52403846153846,23834,N,0,1
11918,0,36,m,1,3,Full-time worker,29.52403846153846,23835,M,1,0
11918,1,37,m,2,3,Part-time worker,29.52403846153846,23836,N,0,1
11919,0,36,m,1,3,Full-time worker,29.52403846153846,23837,M,1,0
11919,1,37,m,2,3,Part-time worker,29.52403846153846,23838,N,0,1
11920,0,36,m,1,3,Full-time worker,29.52403846153846,23839,M,1,0
11920,1,37,m,2,3,Part-time worker,29.52403846153846,23840,N,0,1
11921,0,36,m,1,3,Full-time worker,3.095673076923077,23841,M,1,0
11921,1,37,m,2,3,Part-time worker,3.095673076923077,23842,N,0,1
11922,0,36,m,1,3,Full-time worker,3.095673076923077,23843,M,1,0
11922,1,37,m,2,3,Part-time worker,3.095673076923077,23844,N,0,1
11923,0,36,m,1,3,Full-time worker,3.095673076923077,23845,M,1,0
11923,1,37,m,2,3,Part-time worker,3.095673076923077,23846,N,0,1
11924,0,36,m,1,3,Full-time worker,3.095673076923077,23847,M,1,0
11924,1,37,m,2,3,Part-time worker,3.095673076923077,23848,N,0,1
11925,0,36,m,1,3,Full-time worker,3.095673076923077,23849,M,1,0
11925,1,37,m,2,3,Part-time worker,3.095673076923077,23850,N,0,1
11926,0,36,m,1,3,Full-time worker,8.48125,23851,M,1,0
11926,1,37,m,2,3,Part-time worker,8.48125,23852,N,0,1
11927,0,36,m,1,3,Full-time worker,8.48125,23853,M,1,0
11927,1,37,m,2,3,Part-time worker,8.48125,23854,N,0,1
11928,0,36,m,1,3,Full-time worker,8.48125,23855,M,1,0
11928,1,37,m,2,3,Part-time worker,8.48125,23856,N,0,1
11929,0,36,m,1,3,Full-time worker,8.48125,23857,M,1,0
11929,1,37,m,2,3,Part-time worker,8.48125,23858,N,0,1
11930,0,36,m,1,3,Full-time worker,8.48125,23859,M,1,0
11930,1,37,m,2,3,Part-time worker,8.48125,23860,N,0,1
11931,0,36,m,1,3,Full-time worker,14.855528846153845,23861,M,1,0
11931,1,37,m,2,3,Part-time worker,14.855528846153845,23862,N,0,1
11932,0,36,m,1,3,Full-time worker,14.855528846153845,23863,M,1,0
11932,1,37,m,2,3,Part-time worker,14.855528846153845,23864,N,0,1
11933,0,36,m,1,3,Full-time worker,14.855528846153845,23865,M,1,0
11933,1,37,m,2,3,Part-time worker,14.855528846153845,23866,N,0,1
11934,0,36,m,1,3,Full-time worker,14.855528846153845,23867,M,1,0
11934,1,37,m,2,3,Part-time worker,14.855528846153845,23868,N,0,1
11935,0,36,m,1,3,Full-time worker,14.855528846153845,23869,M,1,0
11935,1,37,m,2,3,Part-time worker,14.855528846153845,23870,N,0,1
11936,0,36,m,1,3,Full-time worker,29.52403846153846,23871,M,1,0
11936,1,37,m,2,3,Part-time worker,29.52403846153846,23872,N,0,1
11937,0,36,m,1,3,Full-time worker,29.52403846153846,23873,M,1,0
11937,1,37,m,2,3,Part-time worker,29.52403846153846,23874,N,0,1
11938,0,36,m,1,3,Full-time worker,29.52403846153846,23875,M,1,0
11938,1,37,m,2,3,Part-time worker,29.52403846153846,23876,N,0,1
11939,0,36,m,1,3,Full-time worker,29.52403846153846,23877,M,1,0
11939,1,37,m,2,3,Part-time worker,29.52403846153846,23878,N,0,1
