HHID,person_num,AGE,SEX,pemploy,pstudent,ptype,value_of_time,PERID
12627,0,36,1,1,3,1,8.48125,25253
12627,1,37,1,2,3,2,8.48125,25254
12628,0,36,1,1,3,1,8.48125,25255
12628,1,37,1,2,3,2,8.48125,25256
12629,0,36,1,1,3,1,8.48125,25257
12629,1,37,1,2,3,2,8.48125,25258
12630,0,36,1,1,3,1,8.48125,25259
12630,1,37,1,2,3,2,8.48125,25260
12631,0,36,1,1,3,1,14.855528846153845,25261
12631,1,37,1,2,3,2,14.855528846153845,25262
12632,0,36,1,1,3,1,14.855528846153845,25263
12632,1,37,1,2,3,2,14.855528846153845,25264
12633,0,36,1,1,3,1,14.855528846153845,25265
12633,1,37,1,2,3,2,14.855528846153845,25266
12634,0,36,1,1,3,1,14.855528846153845,25267
12634,1,37,1,2,3,2,14.855528846153845,25268
12635,0,36,1,1,3,1,14.855528846153845,25269
12635,1,37,1,2,3,2,14.855528846153845,25270
12636,0,36,1,1,3,1,29.52403846153846,25271
12636,1,37,1,2,3,2,29.52403846153846,25272
12637,0,36,1,1,3,1,29.52403846153846,25273
12637,1,37,1,2,3,2,29.52403846153846,25274
12638,0,36,1,1,3,1,29.52403846153846,25275
12638,1,37,1,2,3,2,29.52403846153846,25276
12639,0,36,1,1,3,1,29.52403846153846,25277
12639,1,37,1,2,3,2,29.52403846153846,25278
12640,0,36,1,1,3,1,29.52403846153846,25279
12640,1,37,1,2,3,2,29.52403846153846,25280
12641,0,36,1,1,3,1,3.095673076923077,25281
12641,1,37,1,2,3,2,3.095673076923077,25282
12642,0,36,1,1,3,1,3.095673076923077,25283
12642,1,37,1,2,3,2,3.095673076923077,25284
12643,0,36,1,1,3,1,3.095673076923077,25285
12643,1,37,1,2,3,2,3.095673076923077,25286
12644,0,36,1,1,3,1,3.095673076923077,25287
12644,1,37,1,2,3,2,3.095673076923077,25288
12645,0,36,1,1,3,1,3.095673076923077,25289
12645,1,37,1,2,3,2,3.095673076923077,25290
12646,0,36,1,1,3,1,8.48125,25291
12646,1,37,1,2,3,2,8.48125,25292
12647,0,36,1,1,3,1,8.48125,25293
12647,1,37,1,2,3,2,8.48125,25294
12648,0,36,1,1,3,1,8.48125,25295
12648,1,37,1,2,3,2,8.48125,25296
12649,0,36,1,1,3,1,8.48125,25297
12649,1,37,1,2,3,2,8.48125,25298
12650,0,36,1,1,3,1,8.48125,25299
12650,1,37,1,2,3,2,8.48125,25300
12651,0,36,1,1,3,1,14.855528846153845,25301
12651,1,37,1,2,3,2,14.855528846153845,25302
12652,0,36,1,1,3,1,14.855528846153845,25303
12652,1,37,1,2,3,2,14.855528846153845,25304
12653,0,36,1,1,3,1,14.855528846153845,25305
12653,1,37,1,2,3,2,14.855528846153845,25306
12654,0,36,1,1,3,1,14.855528846153845,25307
12654,1,37,1,2,3,2,14.855528846153845,25308
12655,0,36,1,1,3,1,14.855528846153845,25309
12655,1,37,1,2,3,2,14.855528846153845,25310
12656,0,36,1,1,3,1,29.52403846153846,25311
12656,1,37,1,2,3,2,29.52403846153846,25312
12657,0,36,1,1,3,1,29.52403846153846,25313
12657,1,37,1,2,3,2,29.52403846153846,25314
12658,0,36,1,1,3,1,29.52403846153846,25315
12658,1,37,1,2,3,2,29.52403846153846,25316
12659,0,36,1,1,3,1,29.52403846153846,25317
12659,1,37,1,2,3,2,29.52403846153846,25318
12660,0,36,1,1,3,1,29.52403846153846,25319
12660,1,37,1,2,3,2,29.52403846153846,25320
12661,0,36,1,1,3,1,3.095673076923077,25321
12661,1,37,1,2,3,2,3.095673076923077,25322
12662,0,36,1,1,3,1,3.095673076923077,25323
12662,1,37,1,2,3,2,3.095673076923077,25324
12663,0,36,1,1,3,1,3.095673076923077,25325
12663,1,37,1,2,3,2,3.095673076923077,25326
12664,0,36,1,1,3,1,3.095673076923077,25327
12664,1,37,1,2,3,2,3.095673076923077,25328
12665,0,36,1,1,3,1,3.095673076923077,25329
12665,1,37,1,2,3,2,3.095673076923077,25330
12666,0,36,1,1,3,1,8.48125,25331
12666,1,37,1,2,3,2,8.48125,25332
12667,0,36,1,1,3,1,8.48125,25333
12667,1,37,1,2,3,2,8.48125,25334
12668,0,36,1,1,3,1,8.48125,25335
12668,1,37,1,2,3,2,8.48125,25336
12669,0,36,1,1,3,1,8.48125,25337
12669,1,37,1,2,3,2,8.48125,25338
12670,0,36,1,1,3,1,8.48125,25339
12670,1,37,1,2,3,2,8.48125,25340
12671,0,36,1,1,3,1,14.855528846153845,25341
12671,1,37,1,2,3,2,14.855528846153845,25342
12672,0,36,1,1,3,1,14.855528846153845,25343
12672,1,37,1,2,3,2,14.855528846153845,25344
12673,0,36,1,1,3,1,14.855528846153845,25345
12673,1,37,1,2,3,2,14.855528846153845,25346
12674,0,36,1,1,3,1,14.855528846153845,25347
12674,1,37,1,2,3,2,14.855528846153845,25348
12675,0,36,1,1,3,1,14.855528846153845,25349
12675,1,37,1,2,3,2,14.855528846153845,25350
12676,0,36,1,1,3,1,29.52403846153846,25351
12676,1,37,1,2,3,2,29.52403846153846,25352
12677,0,36,1,1,3,1,29.52403846153846,25353
12677,1,37,1,2,3,2,29.52403846153846,25354
12678,0,36,1,1,3,1,29.52403846153846,25355
12678,1,37,1,2,3,2,29.52403846153846,25356
12679,0,36,1,1,3,1,29.52403846153846,25357
12679,1,37,1,2,3,2,29.52403846153846,25358
12680,0,36,1,1,3,1,29.52403846153846,25359
12680,1,37,1,2,3,2,29.52403846153846,25360
12681,0,36,1,1,3,1,3.095673076923077,25361
12681,1,37,1,2,3,2,3.095673076923077,25362
12682,0,36,1,1,3,1,3.095673076923077,25363
12682,1,37,1,2,3,2,3.095673076923077,25364
12683,0,36,1,1,3,1,3.095673076923077,25365
12683,1,37,1,2,3,2,3.095673076923077,25366
12684,0,36,1,1,3,1,3.095673076923077,25367
12684,1,37,1,2,3,2,3.095673076923077,25368
12685,0,36,1,1,3,1,3.095673076923077,25369
12685,1,37,1,2,3,2,3.095673076923077,25370
12686,0,36,1,1,3,1,8.48125,25371
12686,1,37,1,2,3,2,8.48125,25372
12687,0,36,1,1,3,1,8.48125,25373
12687,1,37,1,2,3,2,8.48125,25374
12688,0,36,1,1,3,1,8.48125,25375
12688,1,37,1,2,3,2,8.48125,25376
12689,0,36,1,1,3,1,8.48125,25377
12689,1,37,1,2,3,2,8.48125,25378
12690,0,36,1,1,3,1,8.48125,25379
12690,1,37,1,2,3,2,8.48125,25380
12691,0,36,1,1,3,1,14.855528846153845,25381
12691,1,37,1,2,3,2,14.855528846153845,25382
12692,0,36,1,1,3,1,14.855528846153845,25383
12692,1,37,1,2,3,2,14.855528846153845,25384
12693,0,36,1,1,3,1,14.855528846153845,25385
12693,1,37,1,2,3,2,14.855528846153845,25386
12694,0,36,1,1,3,1,14.855528846153845,25387
12694,1,37,1,2,3,2,14.855528846153845,25388
12695,0,36,1,1,3,1,14.855528846153845,25389
12695,1,37,1,2,3,2,14.855528846153845,25390
12696,0,36,1,1,3,1,29.52403846153846,25391
12696,1,37,1,2,3,2,29.52403846153846,25392
12697,0,36,1,1,3,1,29.52403846153846,25393
12697,1,37,1,2,3,2,29.52403846153846,25394
12698,0,36,1,1,3,1,29.52403846153846,25395
12698,1,37,1,2,3,2,29.52403846153846,25396
12699,0,36,1,1,3,1,29.52403846153846,25397
12699,1,37,1,2,3,2,29.52403846153846,25398
12700,0,36,1,1,3,1,29.52403846153846,25399
12700,1,37,1,2,3,2,29.52403846153846,25400
12701,0,36,1,1,3,1,3.095673076923077,25401
12701,1,37,1,2,3,2,3.095673076923077,25402
12702,0,36,1,1,3,1,3.095673076923077,25403
12702,1,37,1,2,3,2,3.095673076923077,25404
12703,0,36,1,1,3,1,3.095673076923077,25405
12703,1,37,1,2,3,2,3.095673076923077,25406
12704,0,36,1,1,3,1,3.095673076923077,25407
12704,1,37,1,2,3,2,3.095673076923077,25408
12705,0,36,1,1,3,1,3.095673076923077,25409
12705,1,37,1,2,3,2,3.095673076923077,25410
12706,0,36,1,1,3,1,8.48125,25411
12706,1,37,1,2,3,2,8.48125,25412
12707,0,36,1,1,3,1,8.48125,25413
12707,1,37,1,2,3,2,8.48125,25414
12708,0,36,1,1,3,1,8.48125,25415
12708,1,37,1,2,3,2,8.48125,25416
12709,0,36,1,1,3,1,8.48125,25417
12709,1,37,1,2,3,2,8.48125,25418
12710,0,36,1,1,3,1,8.48125,25419
12710,1,37,1,2,3,2,8.48125,25420
12711,0,36,1,1,3,1,14.855528846153845,25421
12711,1,37,1,2,3,2,14.855528846153845,25422
12712,0,36,1,1,3,1,14.855528846153845,25423
12712,1,37,1,2,3,2,14.855528846153845,25424
12713,0,36,1,1,3,1,14.855528846153845,25425
12713,1,37,1,2,3,2,14.855528846153845,25426
12714,0,36,1,1,3,1,14.855528846153845,25427
12714,1,37,1,2,3,2,14.855528846153845,25428
12715,0,36,1,1,3,1,14.855528846153845,25429
12715,1,37,1,2,3,2,14.855528846153845,25430
12716,0,36,1,1,3,1,29.52403846153846,25431
12716,1,37,1,2,3,2,29.52403846153846,25432
12717,0,36,1,1,3,1,29.52403846153846,25433
12717,1,37,1,2,3,2,29.52403846153846,25434
12718,0,36,1,1,3,1,29.52403846153846,25435
12718,1,37,1,2,3,2,29.52403846153846,25436
12719,0,36,1,1,3,1,29.52403846153846,25437
12719,1,37,1,2,3,2,29.52403846153846,25438
12720,0,36,1,1,3,1,29.52403846153846,25439
12720,1,37,1,2,3,2,29.52403846153846,25440
12721,0,36,1,1,3,1,3.095673076923077,25441
12721,1,37,1,2,3,2,3.095673076923077,25442
12722,0,36,1,1,3,1,3.095673076923077,25443
12722,1,37,1,2,3,2,3.095673076923077,25444
12723,0,36,1,1,3,1,3.095673076923077,25445
12723,1,37,1,2,3,2,3.095673076923077,25446
12724,0,36,1,1,3,1,3.095673076923077,25447
12724,1,37,1,2,3,2,3.095673076923077,25448
12725,0,36,1,1,3,1,3.095673076923077,25449
12725,1,37,1,2,3,2,3.095673076923077,25450
12726,0,36,1,1,3,1,8.48125,25451
12726,1,37,1,2,3,2,8.48125,25452
12727,0,36,1,1,3,1,8.48125,25453
12727,1,37,1,2,3,2,8.48125,25454
12728,0,36,1,1,3,1,8.48125,25455
12728,1,37,1,2,3,2,8.48125,25456
12729,0,36,1,1,3,1,8.48125,25457
12729,1,37,1,2,3,2,8.48125,25458
12730,0,36,1,1,3,1,8.48125,25459
12730,1,37,1,2,3,2,8.48125,25460
12731,0,36,1,1,3,1,14.855528846153845,25461
12731,1,37,1,2,3,2,14.855528846153845,25462
12732,0,36,1,1,3,1,14.855528846153845,25463
12732,1,37,1,2,3,2,14.855528846153845,25464
12733,0,36,1,1,3,1,14.855528846153845,25465
12733,1,37,1,2,3,2,14.855528846153845,25466
12734,0,36,1,1,3,1,14.855528846153845,25467
12734,1,37,1,2,3,2,14.855528846153845,25468
12735,0,36,1,1,3,1,14.855528846153845,25469
12735,1,37,1,2,3,2,14.855528846153845,25470
12736,0,36,1,1,3,1,29.52403846153846,25471
12736,1,37,1,2,3,2,29.52403846153846,25472
12737,0,36,1,1,3,1,29.52403846153846,25473
12737,1,37,1,2,3,2,29.52403846153846,25474
12738,0,36,1,1,3,1,29.52403846153846,25475
12738,1,37,1,2,3,2,29.52403846153846,25476
12739,0,36,1,1,3,1,29.52403846153846,25477
12739,1,37,1,2,3,2,29.52403846153846,25478
12740,0,36,1,1,3,1,29.52403846153846,25479
12740,1,37,1,2,3,2,29.52403846153846,25480
12741,0,36,1,1,3,1,3.095673076923077,25481
12741,1,37,1,2,3,2,3.095673076923077,25482
12742,0,36,1,1,3,1,3.095673076923077,25483
12742,1,37,1,2,3,2,3.095673076923077,25484
12743,0,36,1,1,3,1,3.095673076923077,25485
12743,1,37,1,2,3,2,3.095673076923077,25486
12744,0,36,1,1,3,1,3.095673076923077,25487
12744,1,37,1,2,3,2,3.095673076923077,25488
12745,0,36,1,1,3,1,3.095673076923077,25489
12745,1,37,1,2,3,2,3.095673076923077,25490
12746,0,36,1,1,3,1,8.48125,25491
12746,1,37,1,2,3,2,8.48125,25492
12747,0,36,1,1,3,1,8.48125,25493
12747,1,37,1,2,3,2,8.48125,25494
12748,0,36,1,1,3,1,8.48125,25495
12748,1,37,1,2,3,2,8.48125,25496
12749,0,36,1,1,3,1,8.48125,25497
12749,1,37,1,2,3,2,8.48125,25498
12750,0,36,1,1,3,1,8.48125,25499
12750,1,37,1,2,3,2,8.48125,25500
12751,0,36,1,1,3,1,14.855528846153845,25501
12751,1,37,1,2,3,2,14.855528846153845,25502
12752,0,36,1,1,3,1,14.855528846153845,25503
12752,1,37,1,2,3,2,14.855528846153845,25504
12753,0,36,1,1,3,1,14.855528846153845,25505
12753,1,37,1,2,3,2,14.855528846153845,25506
12754,0,36,1,1,3,1,14.855528846153845,25507
12754,1,37,1,2,3,2,14.855528846153845,25508
12755,0,36,1,1,3,1,14.855528846153845,25509
12755,1,37,1,2,3,2,14.855528846153845,25510
12756,0,36,1,1,3,1,29.52403846153846,25511
12756,1,37,1,2,3,2,29.52403846153846,25512
12757,0,36,1,1,3,1,29.52403846153846,25513
12757,1,37,1,2,3,2,29.52403846153846,25514
12758,0,36,1,1,3,1,29.52403846153846,25515
12758,1,37,1,2,3,2,29.52403846153846,25516
12759,0,36,1,1,3,1,29.52403846153846,25517
12759,1,37,1,2,3,2,29.52403846153846,25518
12760,0,36,1,1,3,1,29.52403846153846,25519
12760,1,37,1,2,3,2,29.52403846153846,25520
12761,0,36,1,1,3,1,3.095673076923077,25521
12761,1,37,1,2,3,2,3.095673076923077,25522
12762,0,36,1,1,3,1,3.095673076923077,25523
12762,1,37,1,2,3,2,3.095673076923077,25524
12763,0,36,1,1,3,1,3.095673076923077,25525
12763,1,37,1,2,3,2,3.095673076923077,25526
12764,0,36,1,1,3,1,3.095673076923077,25527
12764,1,37,1,2,3,2,3.095673076923077,25528
12765,0,36,1,1,3,1,3.095673076923077,25529
12765,1,37,1,2,3,2,3.095673076923077,25530
12766,0,36,1,1,3,1,8.48125,25531
12766,1,37,1,2,3,2,8.48125,25532
12767,0,36,1,1,3,1,8.48125,25533
12767,1,37,1,2,3,2,8.48125,25534
12768,0,36,1,1,3,1,8.48125,25535
12768,1,37,1,2,3,2,8.48125,25536
12769,0,36,1,1,3,1,8.48125,25537
12769,1,37,1,2,3,2,8.48125,25538
12770,0,36,1,1,3,1,8.48125,25539
12770,1,37,1,2,3,2,8.48125,25540
12771,0,36,1,1,3,1,14.855528846153845,25541
12771,1,37,1,2,3,2,14.855528846153845,25542
12772,0,36,1,1,3,1,14.855528846153845,25543
12772,1,37,1,2,3,2,14.855528846153845,25544
12773,0,36,1,1,3,1,14.855528846153845,25545
12773,1,37,1,2,3,2,14.855528846153845,25546
12774,0,36,1,1,3,1,14.855528846153845,25547
12774,1,37,1,2,3,2,14.855528846153845,25548
12775,0,36,1,1,3,1,14.855528846153845,25549
12775,1,37,1,2,3,2,14.855528846153845,25550
12776,0,36,1,1,3,1,29.52403846153846,25551
12776,1,37,1,2,3,2,29.52403846153846,25552
12777,0,36,1,1,3,1,29.52403846153846,25553
12777,1,37,1,2,3,2,29.52403846153846,25554
12778,0,36,1,1,3,1,29.52403846153846,25555
12778,1,37,1,2,3,2,29.52403846153846,25556
12779,0,36,1,1,3,1,29.52403846153846,25557
12779,1,37,1,2,3,2,29.52403846153846,25558
12780,0,36,1,1,3,1,29.52403846153846,25559
12780,1,37,1,2,3,2,29.52403846153846,25560
12781,0,36,1,1,3,1,3.095673076923077,25561
12781,1,37,1,2,3,2,3.095673076923077,25562
12782,0,36,1,1,3,1,3.095673076923077,25563
12782,1,37,1,2,3,2,3.095673076923077,25564
12783,0,36,1,1,3,1,3.095673076923077,25565
12783,1,37,1,2,3,2,3.095673076923077,25566
12784,0,36,1,1,3,1,3.095673076923077,25567
12784,1,37,1,2,3,2,3.095673076923077,25568
12785,0,36,1,1,3,1,3.095673076923077,25569
12785,1,37,1,2,3,2,3.095673076923077,25570
12786,0,36,1,1,3,1,8.48125,25571
12786,1,37,1,2,3,2,8.48125,25572
12787,0,36,1,1,3,1,8.48125,25573
12787,1,37,1,2,3,2,8.48125,25574
12788,0,36,1,1,3,1,8.48125,25575
12788,1,37,1,2,3,2,8.48125,25576
12789,0,36,1,1,3,1,8.48125,25577
12789,1,37,1,2,3,2,8.48125,25578
12790,0,36,1,1,3,1,8.48125,25579
12790,1,37,1,2,3,2,8.48125,25580
12791,0,36,1,1,3,1,14.855528846153845,25581
12791,1,37,1,2,3,2,14.855528846153845,25582
12792,0,36,1,1,3,1,14.855528846153845,25583
12792,1,37,1,2,3,2,14.855528846153845,25584
12793,0,36,1,1,3,1,14.855528846153845,25585
12793,1,37,1,2,3,2,14.855528846153845,25586
12794,0,36,1,1,3,1,14.855528846153845,25587
12794,1,37,1,2,3,2,14.855528846153845,25588
12795,0,36,1,1,3,1,14.855528846153845,25589
12795,1,37,1,2,3,2,14.855528846153845,25590
12796,0,36,1,1,3,1,29.52403846153846,25591
12796,1,37,1,2,3,2,29.52403846153846,25592
12797,0,36,1,1,3,1,29.52403846153846,25593
12797,1,37,1,2,3,2,29.52403846153846,25594
12798,0,36,1,1,3,1,29.52403846153846,25595
12798,1,37,1,2,3,2,29.52403846153846,25596
12799,0,36,1,1,3,1,29.52403846153846,25597
12799,1,37,1,2,3,2,29.52403846153846,25598
12800,0,36,1,1,3,1,29.52403846153846,25599
12800,1,37,1,2,3,2,29.52403846153846,25600
12801,0,36,1,1,3,1,3.095673076923077,25601
12801,1,37,1,2,3,2,3.095673076923077,25602
12802,0,36,1,1,3,1,3.095673076923077,25603
12802,1,37,1,2,3,2,3.095673076923077,25604
12803,0,36,1,1,3,1,3.095673076923077,25605
12803,1,37,1,2,3,2,3.095673076923077,25606
12804,0,36,1,1,3,1,3.095673076923077,25607
12804,1,37,1,2,3,2,3.095673076923077,25608
12805,0,36,1,1,3,1,3.095673076923077,25609
12805,1,37,1,2,3,2,3.095673076923077,25610
12806,0,36,1,1,3,1,8.48125,25611
12806,1,37,1,2,3,2,8.48125,25612
12807,0,36,1,1,3,1,8.48125,25613
12807,1,37,1,2,3,2,8.48125,25614
12808,0,36,1,1,3,1,8.48125,25615
12808,1,37,1,2,3,2,8.48125,25616
12809,0,36,1,1,3,1,8.48125,25617
12809,1,37,1,2,3,2,8.48125,25618
12810,0,36,1,1,3,1,8.48125,25619
12810,1,37,1,2,3,2,8.48125,25620
12811,0,36,1,1,3,1,14.855528846153845,25621
12811,1,37,1,2,3,2,14.855528846153845,25622
12812,0,36,1,1,3,1,14.855528846153845,25623
12812,1,37,1,2,3,2,14.855528846153845,25624
12813,0,36,1,1,3,1,14.855528846153845,25625
12813,1,37,1,2,3,2,14.855528846153845,25626
12814,0,36,1,1,3,1,14.855528846153845,25627
12814,1,37,1,2,3,2,14.855528846153845,25628
12815,0,36,1,1,3,1,14.855528846153845,25629
12815,1,37,1,2,3,2,14.855528846153845,25630
12816,0,36,1,1,3,1,29.52403846153846,25631
12816,1,37,1,2,3,2,29.52403846153846,25632
12817,0,36,1,1,3,1,29.52403846153846,25633
12817,1,37,1,2,3,2,29.52403846153846,25634
12818,0,36,1,1,3,1,29.52403846153846,25635
12818,1,37,1,2,3,2,29.52403846153846,25636
12819,0,36,1,1,3,1,29.52403846153846,25637
12819,1,37,1,2,3,2,29.52403846153846,25638
12820,0,36,1,1,3,1,29.52403846153846,25639
12820,1,37,1,2,3,2,29.52403846153846,25640
12821,0,36,1,1,3,1,3.095673076923077,25641
12821,1,37,1,2,3,2,3.095673076923077,25642
12822,0,36,1,1,3,1,3.095673076923077,25643
12822,1,37,1,2,3,2,3.095673076923077,25644
12823,0,36,1,1,3,1,3.095673076923077,25645
12823,1,37,1,2,3,2,3.095673076923077,25646
12824,0,36,1,1,3,1,3.095673076923077,25647
12824,1,37,1,2,3,2,3.095673076923077,25648
12825,0,36,1,1,3,1,3.095673076923077,25649
12825,1,37,1,2,3,2,3.095673076923077,25650
12826,0,36,1,1,3,1,8.48125,25651
12826,1,37,1,2,3,2,8.48125,25652
12827,0,36,1,1,3,1,8.48125,25653
12827,1,37,1,2,3,2,8.48125,25654
12828,0,36,1,1,3,1,8.48125,25655
12828,1,37,1,2,3,2,8.48125,25656
12829,0,36,1,1,3,1,8.48125,25657
12829,1,37,1,2,3,2,8.48125,25658
12830,0,36,1,1,3,1,8.48125,25659
12830,1,37,1,2,3,2,8.48125,25660
12831,0,36,1,1,3,1,14.855528846153845,25661
12831,1,37,1,2,3,2,14.855528846153845,25662
12832,0,36,1,1,3,1,14.855528846153845,25663
12832,1,37,1,2,3,2,14.855528846153845,25664
12833,0,36,1,1,3,1,14.855528846153845,25665
12833,1,37,1,2,3,2,14.855528846153845,25666
12834,0,36,1,1,3,1,14.855528846153845,25667
12834,1,37,1,2,3,2,14.855528846153845,25668
12835,0,36,1,1,3,1,14.855528846153845,25669
12835,1,37,1,2,3,2,14.855528846153845,25670
12836,0,36,1,1,3,1,29.52403846153846,25671
12836,1,37,1,2,3,2,29.52403846153846,25672
12837,0,36,1,1,3,1,29.52403846153846,25673
12837,1,37,1,2,3,2,29.52403846153846,25674
12838,0,36,1,1,3,1,29.52403846153846,25675
12838,1,37,1,2,3,2,29.52403846153846,25676
12839,0,36,1,1,3,1,29.52403846153846,25677
12839,1,37,1,2,3,2,29.52403846153846,25678
12840,0,36,1,1,3,1,29.52403846153846,25679
12840,1,37,1,2,3,2,29.52403846153846,25680
12841,0,36,1,1,3,1,3.095673076923077,25681
12841,1,37,1,2,3,2,3.095673076923077,25682
12842,0,36,1,1,3,1,3.095673076923077,25683
12842,1,37,1,2,3,2,3.095673076923077,25684
12843,0,36,1,1,3,1,3.095673076923077,25685
12843,1,37,1,2,3,2,3.095673076923077,25686
12844,0,36,1,1,3,1,3.095673076923077,25687
12844,1,37,1,2,3,2,3.095673076923077,25688
12845,0,36,1,1,3,1,3.095673076923077,25689
12845,1,37,1,2,3,2,3.095673076923077,25690
12846,0,36,1,1,3,1,8.48125,25691
12846,1,37,1,2,3,2,8.48125,25692
12847,0,36,1,1,3,1,8.48125,25693
12847,1,37,1,2,3,2,8.48125,25694
12848,0,36,1,1,3,1,8.48125,25695
12848,1,37,1,2,3,2,8.48125,25696
12849,0,36,1,1,3,1,8.48125,25697
12849,1,37,1,2,3,2,8.48125,25698
12850,0,36,1,1,3,1,8.48125,25699
12850,1,37,1,2,3,2,8.48125,25700
12851,0,36,1,1,3,1,14.855528846153845,25701
12851,1,37,1,2,3,2,14.855528846153845,25702
12852,0,36,1,1,3,1,14.855528846153845,25703
12852,1,37,1,2,3,2,14.855528846153845,25704
12853,0,36,1,1,3,1,14.855528846153845,25705
12853,1,37,1,2,3,2,14.855528846153845,25706
12854,0,36,1,1,3,1,14.855528846153845,25707
12854,1,37,1,2,3,2,14.855528846153845,25708
12855,0,36,1,1,3,1,14.855528846153845,25709
12855,1,37,1,2,3,2,14.855528846153845,25710
12856,0,36,1,1,3,1,29.52403846153846,25711
12856,1,37,1,2,3,2,29.52403846153846,25712
12857,0,36,1,1,3,1,29.52403846153846,25713
12857,1,37,1,2,3,2,29.52403846153846,25714
12858,0,36,1,1,3,1,29.52403846153846,25715
12858,1,37,1,2,3,2,29.52403846153846,25716
12859,0,36,1,1,3,1,29.52403846153846,25717
12859,1,37,1,2,3,2,29.52403846153846,25718
12860,0,36,1,1,3,1,29.52403846153846,25719
12860,1,37,1,2,3,2,29.52403846153846,25720
12861,0,36,1,1,3,1,3.095673076923077,25721
12861,1,37,1,2,3,2,3.095673076923077,25722
12862,0,36,1,1,3,1,3.095673076923077,25723
12862,1,37,1,2,3,2,3.095673076923077,25724
12863,0,36,1,1,3,1,3.095673076923077,25725
12863,1,37,1,2,3,2,3.095673076923077,25726
12864,0,36,1,1,3,1,3.095673076923077,25727
12864,1,37,1,2,3,2,3.095673076923077,25728
12865,0,36,1,1,3,1,3.095673076923077,25729
12865,1,37,1,2,3,2,3.095673076923077,25730
12866,0,36,1,1,3,1,8.48125,25731
12866,1,37,1,2,3,2,8.48125,25732
12867,0,36,1,1,3,1,8.48125,25733
12867,1,37,1,2,3,2,8.48125,25734
12868,0,36,1,1,3,1,8.48125,25735
12868,1,37,1,2,3,2,8.48125,25736
12869,0,36,1,1,3,1,8.48125,25737
12869,1,37,1,2,3,2,8.48125,25738
12870,0,36,1,1,3,1,8.48125,25739
12870,1,37,1,2,3,2,8.48125,25740
12871,0,36,1,1,3,1,14.855528846153845,25741
12871,1,37,1,2,3,2,14.855528846153845,25742
12872,0,36,1,1,3,1,14.855528846153845,25743
12872,1,37,1,2,3,2,14.855528846153845,25744
12873,0,36,1,1,3,1,14.855528846153845,25745
12873,1,37,1,2,3,2,14.855528846153845,25746
12874,0,36,1,1,3,1,14.855528846153845,25747
12874,1,37,1,2,3,2,14.855528846153845,25748
12875,0,36,1,1,3,1,14.855528846153845,25749
12875,1,37,1,2,3,2,14.855528846153845,25750
12876,0,36,1,1,3,1,29.52403846153846,25751
12876,1,37,1,2,3,2,29.52403846153846,25752
12877,0,36,1,1,3,1,29.52403846153846,25753
12877,1,37,1,2,3,2,29.52403846153846,25754
12878,0,36,1,1,3,1,29.52403846153846,25755
12878,1,37,1,2,3,2,29.52403846153846,25756
12879,0,36,1,1,3,1,29.52403846153846,25757
12879,1,37,1,2,3,2,29.52403846153846,25758
12880,0,36,1,1,3,1,29.52403846153846,25759
12880,1,37,1,2,3,2,29.52403846153846,25760
12881,0,36,1,1,3,1,3.095673076923077,25761
12881,1,37,1,2,3,2,3.095673076923077,25762
12882,0,36,1,1,3,1,3.095673076923077,25763
12882,1,37,1,2,3,2,3.095673076923077,25764
12883,0,36,1,1,3,1,3.095673076923077,25765
12883,1,37,1,2,3,2,3.095673076923077,25766
12884,0,36,1,1,3,1,3.095673076923077,25767
12884,1,37,1,2,3,2,3.095673076923077,25768
12885,0,36,1,1,3,1,3.095673076923077,25769
12885,1,37,1,2,3,2,3.095673076923077,25770
12886,0,36,1,1,3,1,8.48125,25771
12886,1,37,1,2,3,2,8.48125,25772
12887,0,36,1,1,3,1,8.48125,25773
12887,1,37,1,2,3,2,8.48125,25774
12888,0,36,1,1,3,1,8.48125,25775
12888,1,37,1,2,3,2,8.48125,25776
12889,0,36,1,1,3,1,8.48125,25777
12889,1,37,1,2,3,2,8.48125,25778
12890,0,36,1,1,3,1,8.48125,25779
12890,1,37,1,2,3,2,8.48125,25780
12891,0,36,1,1,3,1,14.855528846153845,25781
12891,1,37,1,2,3,2,14.855528846153845,25782
12892,0,36,1,1,3,1,14.855528846153845,25783
12892,1,37,1,2,3,2,14.855528846153845,25784
12893,0,36,1,1,3,1,14.855528846153845,25785
12893,1,37,1,2,3,2,14.855528846153845,25786
12894,0,36,1,1,3,1,14.855528846153845,25787
12894,1,37,1,2,3,2,14.855528846153845,25788
12895,0,36,1,1,3,1,14.855528846153845,25789
12895,1,37,1,2,3,2,14.855528846153845,25790
12896,0,36,1,1,3,1,29.52403846153846,25791
12896,1,37,1,2,3,2,29.52403846153846,25792
12897,0,36,1,1,3,1,29.52403846153846,25793
12897,1,37,1,2,3,2,29.52403846153846,25794
12898,0,36,1,1,3,1,29.52403846153846,25795
12898,1,37,1,2,3,2,29.52403846153846,25796
12899,0,36,1,1,3,1,29.52403846153846,25797
12899,1,37,1,2,3,2,29.52403846153846,25798
12900,0,36,1,1,3,1,29.52403846153846,25799
12900,1,37,1,2,3,2,29.52403846153846,25800
12901,0,36,1,1,3,1,3.095673076923077,25801
12901,1,37,1,2,3,2,3.095673076923077,25802
12902,0,36,1,1,3,1,3.095673076923077,25803
12902,1,37,1,2,3,2,3.095673076923077,25804
